name,address,city,state,postal_code,latitude,longitude,stars,review_count,weekday_hours,weekend_hours,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,Caters,RestaurantsReservations,GoodForKids,RestaurantsGoodForGroups,HasTV,WiFi_'no',WiFi_'paid',WiFi_None,WiFi_u'free',WiFi_u'no',WiFi_u'paid',Alcohol_'full_bar',Alcohol_'none',Alcohol_None,Alcohol_u'beer_and_wine',Alcohol_u'full_bar',Alcohol_u'none',RestaurantsAttire_'dressy',RestaurantsAttire_'formal',RestaurantsAttire_None,RestaurantsAttire_u'casual',RestaurantsAttire_u'dressy',RestaurantsAttire_u'formal',NoiseLevel_'loud',NoiseLevel_'quiet',NoiseLevel_'very_loud',NoiseLevel_None,NoiseLevel_u'average',NoiseLevel_u'loud',NoiseLevel_u'quiet',NoiseLevel_u'very_loud',categories_list
Zesty Tsunami,6614 Osteen Rd,New Port Richey,FL,34653,28.2502179787,-82.6824409515,4.0,5,45.0,17.0,0,0,1,0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Hawaiian', 'Food Trucks', 'Street Vendors']"
O'Briens Irish Pub,15435 N Dale Mabry Hwy,Tampa,FL,33618,28.09236,-82.500588,4.0,108,44.0,21.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Bars', 'Pubs', 'Nightlife', 'Arts & Entertainment', 'Irish', 'Music Venues']"
Mister B's Cigar Box,8123 E US Hwy 36,Avon,IN,46123,39.7627741475,-86.3793863588,3.5,13,44.0,17.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Bars', 'Lounges', 'Nightlife', 'Pizza', 'Shopping', 'Tobacco Shops', 'Hookah Bars']"
Oscar's Cafe,7520 Natural Bridge Rd,Normandy,MO,63121,38.704765,-90.299811,4.0,11,43.0,18.0,1,1,1,0,2.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,['American (Traditional)']
Eat Mah Taco @ Pal's Lounge,949 N Rendon St,New Orleans,LA,70119,29.976762,-90.086423,4.5,8,9.0,0.0,1,1,0,0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (New)', 'Bars', 'Nightlife', 'Lounges']"
Rosati's Pizza,2944 W Ina Rd,Tucson,AZ,85741,32.3387235226,-111.0303098651,4.0,58,44.0,18.0,1,1,1,0,2.0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sports Bars', 'Bars', 'Nightlife', 'Italian', 'Pizza']"
Red Hook Coffee & Tea,765 S 4th St,Philadelphia,PA,19147,39.9385518,-75.1496356,4.5,183,40.0,16.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Breakfast & Brunch', 'Vegan', 'Bagels', 'Coffee & Tea']"
Lee Roy Selmon's,14457 N Dale Mabry Hwy,Tampa,FL,33618,28.0787347875,-82.5063104158,3.5,42,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Salad', 'Burgers', 'Soul Food']"
Chrysalis,9040 Carothers Pkwy,Franklin,TN,37067,35.9565328581,-86.8027199385,4.5,112,43.0,9.0,1,1,1,0,2.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Nightlife', 'Bars', 'Cocktail Bars', 'Tapas/Small Plates']"
The Libertine Liquor Bar,38 E Washington St,Indianapolis,IN,46204,39.7672488945,-86.1567753553,4.0,208,32.0,8.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Lounges', 'Bars', 'American (New)', 'Nightlife']"
Shanghai Station,4002 Spruce St,Philadelphia,PA,19104,39.9516153765,-75.2033457223,4.0,46,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Shanghainese', 'Sushi Bars', 'Szechuan', 'Sports Bars', 'Lounges', 'Asian Fusion', 'Thai', 'Karaoke', 'Chinese', 'Nightlife', 'Bars']"
Mellow Mushroom,8227 Oak St,New Orleans,LA,70118,29.9486236188,-90.1312502816,3.5,149,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Pizza', 'Bars', 'Nightlife', 'Sandwiches']"
Four Green Fields,"4100 George J Bean Pkwy, Airside E, Tampa International Airport",Tampa,FL,33607,27.9803985924,-82.5377866183,4.5,39,45.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Irish Pub', 'Bars', 'Irish', 'Nightlife']"
Cafe Con Leche,4100 George J Bean Pkwy,Tampa,FL,33607,27.9767745,-82.5374233,2.5,55,35.0,14.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Breakfast & Brunch', 'Coffee Roasteries', 'Coffee & Tea']"
Express Cafe,400 E Fairview Ave,Meridian,ID,83642,43.6196488,-116.3871392,4.5,119,44.0,19.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Breakfast & Brunch']
Boston Pizza,200 St. Albert Rd,St Albert,AB,T8N 5H9,53.625071,-113.6166452,3.5,14,44.0,17.0,1,1,0,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Chicken Wings', 'Pizza']"
Baltic Bakery,2609 Edgemont St,Philadelphia,PA,19125,39.9768798,-75.1161695,4.5,12,32.0,16.0,1,0,1,1,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Bakeries']
Fat Jakks,10126 - 107 Avenue NW,Edmonton,AB,T5H 0V6,53.5515508,-113.4951554,4.0,8,43.0,18.0,1,1,0,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Chinese', 'Filipino']"
Brown Sugar Bakery & Cafe,219 S 52nd St,Philadelphia,PA,19139,39.9563959,-75.2253784,4.5,66,40.0,17.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Cupcakes', 'Caribbean', 'Trinidadian', 'Bakeries', 'Cafes']"
Sake House,5106 E Fowler Ave,Tampa,FL,33617,28.055212,-82.399374,3.0,140,41.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Sushi Bars', 'Japanese']"
Jon's Bar & Grille,300 South St,Philadelphia,PA,19147,39.9412993,-75.1477446,3.0,178,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Tex-Mex', 'American (Traditional)', 'Nightlife', 'Bars']"
Las Margaritas,514 S Rampart St,New Orleans,LA,70163,29.95029,-90.074887,3.5,58,44.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Mexican']
Olivier's Creole Restaurant,204 Decatur St,New Orleans,LA,70130,29.9510658,-90.0715323,3.5,172,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Party & Event Planning', 'Seafood', 'Soul Food', 'Southern', 'Ethnic Food', 'Specialty Food', 'Venues & Event Spaces', 'Cajun/Creole']"
Parlor Suburban Square,30 Parking Plz,Ardmore,PA,19003,40.008645,-75.288802,3.5,61,50.0,20.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Pizza', 'Gluten-Free', 'Bars', 'Wine Bars', 'Nightlife']"
Taqueria El Sitio,3466 A Lebanon Pike,Hermitage,TN,37076,36.191654,-86.6254189,4.5,8,37.0,18.0,1,0,1,0,1.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Latin American', 'Mexican']"
The Pepper Pott,4611 Alabama Ave,Nashville,TN,37209,36.1530043,-86.8433279,5.0,18,16.0,18.0,1,1,1,1,2.0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Caribbean', 'Food Trucks']"
La Sponda,20 E Lancaster Ave,Downingtown,PA,19335,40.0062075104,-75.7044510304,4.5,29,40.0,20.0,0,1,0,0,2.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Salad', 'Bars', 'Venues & Event Spaces', 'Wine Bars', 'Nightlife']"
BurgerWorks,160 Broadway Boulevard,Sherwood Park,AB,T8H 2A3,53.5426345,-113.3111322,3.5,17,45.0,18.0,1,1,0,0,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Burgers']
The Cider Factory,420 S B St,Virginia City,NV,89440,39.305224,-119.652596,4.5,104,18.0,16.0,1,1,1,1,2.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Italian', 'Seafood', 'American (Traditional)', 'Steakhouses', 'Comfort Food']"
B2 Bluefin,401 E City Ave,Bala Cynwyd,PA,19004,40.0079839104,-75.2126064939,4.0,92,49.0,19.0,1,1,1,1,4.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'Bars', 'Cocktail Bars', 'Japanese', 'Sushi Bars', 'Asian Fusion']"
Pho Friendly,729 Brunswick Ave,Trenton,NJ,08638,40.23547,-74.7532115132,4.5,93,45.0,9.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Thai', 'Vietnamese', 'Chinese']"
Fusion Pizza & Grill,"1900 Grant Ave, Ste M-N",Philadelphia,PA,19115,40.0839955,-75.0354963,2.5,6,44.0,17.0,1,0,1,0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Ethnic Food', 'Specialty Food', 'Pizza']"
Misto Diner,5413 Neshaminy Blvd,Bensalem,PA,19020,40.1447023,-74.934106,3.5,26,40.0,19.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Chinese', 'Japanese']"
Williams Sub Shop,3801 Tyrone Blvd N,Saint Petersburg,FL,33709,27.806517,-82.749065,4.5,99,45.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Sandwiches']
Franklin Juice Co,"230 Franklin Rd, Ste 11W",Franklin,TN,37064,35.9326054453,-86.860662065,4.5,66,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Acai Bowls', 'Vegan', 'Organic Stores', 'Vegetarian', 'Juice Bars & Smoothies']"
Acadia,824 S 8th St,Philadelphia,PA,19147,39.9389483,-75.1564078,4.0,79,41.0,17.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Cajun/Creole', 'Southern', 'Nightlife', 'Cocktail Bars', 'Breakfast & Brunch', 'Seafood', 'Bars']"
Sher-e-Punjab,853 East Grant Rd,Tucson,AZ,85719,32.2509598946,-110.9591583204,4.0,446,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Salad', 'Pakistani', 'Indian', 'Cocktail Bars', 'Food Delivery Services', 'Soup', 'Halal', 'Bars', 'Nightlife']"
Go! Gyro! Go!,,Saint Louis,MO,63116,38.5844866,-90.266699,4.5,49,50.0,0.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Street Vendors', 'Food Trucks', 'Greek', 'Food Stands', 'Mediterranean']"
The Steak Out,3640 W Tangerine Rd,Marana,AZ,85658,32.424551,-111.042885,2.5,30,43.0,18.0,1,1,1,0,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Steakhouses', 'Burgers']"
Domino's Pizza,4430 South Mann,Indianapolis,IN,46221,39.699929,-86.2416313,4.0,12,45.0,18.0,1,0,1,0,1.0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Chicken Wings', 'Sandwiches', 'Pizza']"
Saltwater Grill,710 S Carrollton Ave,New Orleans,LA,70118,29.944454,-90.133537,2.5,34,45.0,18.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Specialty Food', 'Seafood', 'Seafood Markets']"
Brandon Burgers,1513 W Brandon Blvd,Brandon,FL,33511,27.9373704213,-82.3077001423,3.5,24,50.0,20.0,1,0,1,1,2.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Salad', 'Hot Dogs', 'Burgers', 'American (Traditional)', 'Fast Food']"
World of Beer,"102 Main St, Ste 100",Exton,PA,19341,40.0236651,-75.6291878,3.0,208,44.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Nightlife', 'Pubs', 'American (Traditional)', 'Bars']"
Carmine's Steakhouse,20 S 4th St,Saint Louis,MO,63102,38.6243584,-90.1886849,4.0,261,45.0,9.0,1,1,1,1,3.0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Steakhouses']"
G Peppers Grill & Tavern,8745 Gunn Hwy,Odessa,FL,33556,28.0921362,-82.5785736,4.0,82,45.0,19.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'American (Traditional)']"
Taqueria Feliz,303 Horsham Rd,Horsham,PA,19044,40.1807271,-75.1346993,3.0,77,50.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Pizza']"
Iguana's Mexican Restaurant,"680 E 56th St, Ste A",Brownsburg,IN,46112,39.8518617214,-86.3847577572,4.0,74,51.0,21.0,1,1,1,0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Mexican']
Blaze Pizza,611 O'keefe Ave,New Orleans,LA,70113,29.948395,-90.075281,4.0,302,43.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pizza', 'Fast Food', 'Gluten-Free', 'Salad']"
Baxter's Saloon & Grill,20 Liberty Blvd,Malvern,PA,19355,40.0536347,-75.526719,2.5,31,45.0,18.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Bars', 'Pubs', 'Nightlife', 'American (Traditional)']"
Brewster's Pub,2825 Route 73 S,Maple Shade,NJ,08052,39.9394973,-74.9743023,3.5,12,40.0,16.0,1,1,1,1,2.0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (Traditional)', 'Active Life', 'Nightlife', 'Bowling']"
Burger Village,6187 Currents Drive NW,Edmonton,AB,T6W 0L9,53.436403,-113.604288,4.0,10,45.0,18.0,1,1,0,1,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Burgers']
McDonald's,2333 Welsh Rd,Lansdale,PA,19446,40.2637063378,-75.3179157563,1.5,17,39.0,15.0,1,0,0,0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Fast Food', 'Burgers', 'Coffee & Tea']"
Crown Fried Chicken,1128 S Broad St,Philadelphia,PA,19146,39.9368911,-75.1672837,2.5,16,43.0,18.0,1,1,1,1,1.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['Fast Food']
Pita Pit,845 E University Blvd,Tucson,AZ,85719,32.2319918,-110.9584924,3.0,9,43.0,18.0,1,1,1,0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Sandwiches']
New India's Kitchen,14222 Manchester Rd,Ballwin,MO,63011,38.5920571,-90.5035651,4.0,130,39.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Indian', 'Buffets', 'Diners', 'Pakistani']"
Reinette Café & Patisserie,2890-8882 170 Street NW,Edmonton,AB,T5T 4J2,53.5225968429,-113.61922974,3.0,5,43.0,18.0,0,0,0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Coffee & Tea', 'Bakeries', 'Cafes']"
The Love,130 S 18th St,Philadelphia,PA,19103,39.9506555,-75.1708991,4.0,618,43.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['American (New)', 'Breakfast & Brunch', 'Burgers']"
Papa John's Pizza,9817 W Florissant Ave,Saint Louis,MO,63136,38.7461593,-90.2798145,2.0,9,43.0,18.0,1,0,1,0,1.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['Pizza']
CedarBrook Deli,24 N Rt 73,Cedarbrook,NJ,08018,39.721471,-74.9016858,3.5,5,43.0,18.0,0,1,1,1,1.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Convenience Stores', 'Food Delivery Services', 'Local Flavor', 'Delis']"
JoJo's Hot Dogs and BBQ,240 Longhollow Pike,Goodlettsville,TN,37072,36.3260267,-86.7040631,4.5,14,43.0,18.0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Barbeque', 'Hot Dogs']"
emPIEnada,3683 Kings Row,Reno,NV,89503,39.5428346,-119.8569115,4.5,41,40.0,10.0,1,1,1,1,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Empanadas', 'Desserts', 'Comfort Food', 'American (Traditional)', 'Food Trucks']"
Mai Thai Restaurant,875 E Bloomingdale Ave,Brandon,FL,33511,27.8915738378,-82.2725105,4.5,27,45.0,9.0,1,1,1,1,2.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Ethnic Food', 'Specialty Food', 'Thai']"
Ryan Christopher,245 Woodbine Ave,Narberth,PA,19072,40.0099504,-75.2591858,4.0,120,36.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,['American (New)']
Soho Oasis Cafe,410 S Howard Ave,Tampa,FL,33606,27.9402059,-82.4828837,3.5,7,43.0,18.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Middle Eastern']
Noble Crust,28330 Paseo Dr,Wesley Chapel,FL,33543,28.188219,-82.347274,4.5,496,46.0,19.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Italian', 'Nightlife', 'Southern', 'Bars', 'Breakfast & Brunch', 'Pizza']"
Domino's Pizza,"3800 Tampa Rd, Ste 180",Oldsmar,FL,34677,28.0420037,-82.6746125,2.5,20,45.0,18.0,1,1,1,0,1.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Pizza', 'Chicken Wings', 'Sandwiches']"
The Silo Eatery Coffee Bakery,"9036 Brittany Way, Bldg 18",Tampa,FL,33619,27.9464963776,-82.3555628732,4.0,5,43.0,18.0,1,1,0,0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Coffee & Tea', 'Cafes', 'Bakeries']"
California Tacos and Taproom,956 Embarcadero Del Norte,Isla Vista,CA,93117,34.4115552,-119.8550772,4.0,49,43.0,19.0,1,1,1,1,2.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Beer Bar', 'Bars', 'Sports Bars', 'Nightlife', 'Tacos']"
Sidekicks Pizza,1105 Shelby St,Indianapolis,IN,46203,39.7520076,-86.1395724,4.0,45,35.0,17.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Sandwiches', 'Pizza', 'Salad']"
El Sabor Boricua,11612 N Nebraska Ave,Tampa,FL,33612,28.0535153,-82.4534422,5.0,6,27.0,18.0,1,1,1,1,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Puerto Rican', 'Caribbean', 'Latin American']"
Jong Ka Jib,6600 N 5th St,Philadelphia,PA,19126,40.0520643,-75.1273939,4.5,351,55.0,22.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Korean']
Tokyo Mandarin,370 Delsea Dr N,Glassboro,NJ,08028,39.7119376,-75.1109667,4.0,88,45.0,18.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Japanese', 'Sushi Bars', 'Chinese']"
Apron,47 E Kings Hwy,Haddonfield,NJ,08033,39.8971069811,-75.0342256956,4.5,24,45.0,9.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Sandwiches']
Fisherman's Cove Seafood,3201 Williams Blvd,Kenner,LA,70065,30.0144336,-90.2402643,4.0,91,40.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Seafood Markets', 'Seafood', 'Specialty Food']"
MOSI Food Truck Rally,4801 East Fowler Ave,Tampa,FL,33617,28.0536294,-82.4044188,3.5,10,9.0,0.0,0,0,0,0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Festivals', 'Arts & Entertainment', 'Local Flavor', 'Food Stands']"
Marty's Pizza,2733 De La Vina St,Santa Barbara,CA,93105,34.4362361,-119.7261474,4.0,64,40.0,20.0,1,1,1,0,2.0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Pizza']
Taste of the Caribbean,,Indianapolis,IN,46201,39.7733919,-86.0860599,3.0,17,27.0,0.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['Caribbean', 'Food Trucks']"
Taco Truck Stl,2737 Cherokee,Saint Louis,MO,63118,38.5939549,-90.2291931,2.5,10,45.0,18.0,1,0,1,1,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Mexican', 'Food Trucks']"
Thai Tanic,202 Market Pl,Montgomeryville,PA,18936,40.2501841838,-75.2433013916,3.0,8,43.0,18.0,1,1,1,0,2.0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Thai', 'Specialty Food', 'Ethnic Food']"
The Corner Cafe and Deli,"100 S Ashley Dr, Ste 220",Tampa,FL,33602,27.9444574,-82.4578244,4.0,6,45.0,0.0,1,1,1,0,1.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Sandwiches', 'Cafes', 'Burgers']"
The Twisted Tail,509 S 2nd St,Philadelphia,PA,19147,39.9418766,-75.1451988,4.0,604,42.0,16.0,1,1,1,1,2.0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Whiskey Bars', 'American (New)', 'American (Traditional)', 'Venues & Event Spaces', 'Bars', 'Nightlife']"
